Ceará;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ano;População total;Homens;Mulheres;Nascimentos;Óbitos;Taxa de Crescimento Geométrico;Taxa Bruta de Natalidade;Taxa Bruta de Mortalidade;Esperança de Vida ao Nascer;Esperança de Vida ao Nascer - Homens;Esperança de Vida ao Nascer - Mulheres;Taxa de Mortalidade Infantil;Taxa de Mortalidade Infantil - Homens;Taxa de Mortalidade Infantil - Mulheres;Taxa de Fecundidade Total;Razão de Dependência - Jovens 0 a 14 anos;Razão de Dependência - Idosos 65 ou mais anos;Razão de Dependência;Índice de Envelhecimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25-29;753001;765616;778048;789357;798131;803507;806070;805944;804296;803135;803522;805194;808722;811380;808840;798681;779997;755157;726400;697824;676768;663736;652810;645139;639418;630267;619675;610748;602040;595953;596576;598035;599454;604523;608605;607690;606070;604506;599545;593918;587663;580826;573501;565778;557753;549576;541381;533217;525185;517370;509820
30-34;666895;681292;694782;707631;720395;733327;746110;758722;770228;779221;784859;787711;787889;786559;785704;786377;788324;792105;795026;792792;783007;764756;740382;712083;683923;663163;650323;639566;632031;626425;617416;606973;598179;589594;583612;584287;585788;587248;592331;596434;595574;594012;592502;587616;582066;575893;569138;561895;554254;546309;538215
35-39;584272;594812;608175;623461;639115;654129;668540;682056;694946;707765;720751;733590;746265;757850;766951;772733;775749;776115;774988;774328;775174;777278;781182;784224;782138;772560;754590;730549;702612;674811;654335;641697;631113;623713;618221;609354;599059;590401;581947;576069;576794;578331;579831;584917;589031;588221;586713;585249;580439;574968;568876
40-44;548510;553499;556916;560104;565024;572883;583432;596758;611973;627560;642514;656883;670383;683263;696083;709069;721916;734599;746203;755359;761231;764372;764889;763919;763404;764366;766566;770535;773651;771690;762317;744654;720993;693481;666095;645942;633529;623140;615891;610520;601808;591690;583180;574873;569112;569888;571458;572992;578067;582181;581421
45-49;485761;499720;511222;520504;528113;534512;539599;543146;546478;551502;559412;569955;583206;598316;613788;628652;642941;656384;669223;682003;694952;707762;720410;731990;741152;747083;750320;750970;750157;749785;750865;753155;757179;760357;758524;749389;732089;708886;681894;655019;635272;623135;612985;605915;600680;592152;582247;573918;565786;560160;560991
50-54;379309;395593;414634;434839;453781;469954;483695;495079;504322;511947;518399;523564;527241;530701;535811;543732;554218;567342;582273;597560;612258;626394;639703;652425;665088;677917;690609;703147;714637;723755;729711;733029;733809;733151;732925;734107;736472;740535;743754;742061;733198;716334;693694;667351;641117;621871;610072;600205;593347;588272;579963
55-59;317375;324257;331527;339933;350542;363864;379692;398168;417762;436154;451900;465329;476509;485647;493227;499675;504879;508642;512199;517352;525225;535574;548469;563109;578086;592497;606365;619434;631940;644398;657013;669500;681836;693147;702153;708084;711450;712340;711840;711745;713021;715441;719504;722730;721166;712617;696283;674356;648842;623432;604831
60-64;271565;278121;283458;288182;293242;299273;305989;313073;321239;331495;344330;359539;377243;396007;413633;428762;441719;452571;461505;468958;475325;480508;484318;487936;493083;500832;510937;523461;537638;552133;566094;579534;592209;604351;616457;628721;640855;652846;663844;672628;678455;681818;682806;682461;682506;683860;686305;690317;693506;692069;683910
65-69;207874;214312;222967;232705;241794;249259;255523;260691;265311;270254;276083;282547;289354;297163;306918;319072;333428;350091;367731;384320;398595;410877;421234;429825;437040;443228;448310;452111;455736;460798;468292;477991;489941;503423;517197;530478;543268;555345;566923;578473;590177;601763;613209;623717;632134;637758;641050;642111;641911;642084;643486
70-74;173206;176096;176992;177261;178879;182909;188889;196822;205706;214007;220871;226691;231571;235989;240706;246203;252262;258626;265899;274928;286133;299303;314528;330615;345747;358805;370090;379681;387707;394490;400332;405161;408839;412371;417220;424279;433342;444422;456872;469575;481831;493641;504804;515519;526219;537068;547813;558415;568153;575961;581208
75-79;113546;117980;124462;131656;137745;141873;144458;145451;145979;147663;151362;156678;163616;171323;178533;184541;189696;194110;198158;202470;207426;212858;218541;225002;232975;242810;254319;267546;281474;294575;305910;315762;324213;331360;337442;342700;347080;350478;353769;358213;364582;372663;382452;393396;404542;415300;425677;435495;444930;454368;463945
80-84;84020;82536;81013;80134;80674;82887;86528;91659;97272;102023;105292;107429;108432;109153;110784;113955;118348;123955;130121;135892;140748;144966;148666;152116;155782;159938;164450;169157;174475;180998;188995;198285;208889;220000;230439;239496;247418;254301;260196;265254;269629;273311;276229;279085;282886;288235;294932;302946;311839;320873;329601
85-89;46402;50015;51596;51964;51677;51122;50500;49858;49628;50312;52061;54708;58283;62126;65378;67654;69217;70090;70839;72226;74639;77857;81865;86221;90295;93757;96810;99561;102179;104951;108045;111376;114832;118717;123453;129219;135862;143370;151192;158523;164903;170528;175488;179805;183537;186772;189519;191742;193951;196854;200859
